State_California,State_New_York,Type_of_organization_BSO,Type_of_organization_BSR,Type_of_organization_EDU,Type_of_organization_GOV,Type_of_organization_MED,Total_Records,Information_Source_California_Attorney_General,Information_Source_Databreaches_net,Information_Source_Dataloss_DB,Information_Source_Media,Information_Source_PHIPrivacy_net,Information_Source_US_Department_of_Health_and_Human_Services,Year_of_Breach_2006,Year_of_Breach_2007,Year_of_Breach_2010,Year_of_Breach_2011,Year_of_Breach_2012,Year_of_Breach_2013,Year_of_Breach_2014,Year_of_Breach_2015,Year_of_Breach_2016,Year_of_Breach_2017,target
1,0,0,0,1,0,0,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,89000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,1700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,84554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,3300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,570,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,1,0,0,0,0,5700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,36000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,1.00E+05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,21000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,330000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,1367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,97000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,59419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,259193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,1,0,0,675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,9300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,2700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,16857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,16000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,1100000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,18000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,5.00E+06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,1.30E+08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,8775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,1,0,0,1400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,0,0,1,431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,48000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,9300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,37000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,21000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,14000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,36000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,97200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,807000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,1,0,0,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,4500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,0,1,0,80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,0,0,1,0,0,520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,59000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,63000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,28000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,1,0,0,0,0,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,0,0,0,0,1,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,7845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,18000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,1892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,10868,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1.00E+05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,14380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,4400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,3200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,1.00E+06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,225000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,15487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,99000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,1,0,0,160000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,2400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,19000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,28000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,250000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,4500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,65000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,17214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,4000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,1600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,45277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,2828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,810,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,2100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,30000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,1700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,573000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,4400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,1,0,0,493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,131000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,1,0,0,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,38000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,1,0,0,0,52000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,1325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,31000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,2246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,5045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,236000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,7.60E+07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,1,0,0,1,0,0,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,187000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,1700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,103000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,33000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,1,0,0,0,0,14023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,14783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,68000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,250000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,4500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,1500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,1,0,0,0,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,6400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,1400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,1,0,0,1,0,0,341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,1,0,0,0,0,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,42000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,51000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,30000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,4500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,130000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,9309,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,2499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
0,0,0,0,1,0,0,13000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,15500,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
0,1,0,0,0,0,0,8373,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Cyber
0,0,0,0,0,0,1,1023210,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
0,0,0,0,0,0,0,10000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
0,0,0,0,0,1,0,759,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Cyber
0,0,0,0,1,0,0,75000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
1,0,0,0,0,0,1,7300,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Physical
